id,created_at,text,source
667016696956366848,2015-11-18 16:29:07,RT @SalafiMohandis: 7. If setting up oldage homes and serving the elders is a crime #IslamicState #IslamicWelfareState will conntinue it ht…,Twitter Web Client
667016365870592000,2015-11-18 16:27:48,@207Curtin @vicenews You are a very ugly old bitch,Twitter Web Client
667016258043383808,2015-11-18 16:27:23,@207Curtin @vicenews Go learn some Historical facts you old bitch go learn about the reality of Russia and America fighting each other,Twitter Web Client
667016141290774528,2015-11-18 16:26:55,@207Curtin @vicenews go drink some vodka you filthy bitch jog on now,Twitter Web Client
667015914664140800,2015-11-18 16:26:01,RT @Nidalgazaui: #ISIS Claims #Norwegian and #Chinese captives killed. https://t.co/TjztMdmACB,Twitter Web Client
667015569766510593,2015-11-18 16:24:39,RT @SalafiMohandis: 6 If setting up orphan houses and serving the orphans is a crime #IslamicState #IslamicWelfareState will do it https://…,Twitter Web Client
667015517874581504,2015-11-18 16:24:26,"RT @SalafiMohandis: 6.If provinding female separate health, shopping, education is a crime #IslamicState #IslamicWelfareState will do it ht…",Twitter Web Client
667015289863872513,2015-11-18 16:23:32,RT @SalafiMohandis: 3. If providing free phone boothes is a crime; #IslamicState /#IslamicWelfareState will continue this crime. http://t.c…,Twitter Web Client
667014962095747072,2015-11-18 16:22:14,@vicenews LOL they should just kill each other off Russia VS America that'd be a war to see LOL,Twitter Web Client
666784840491114496,2015-11-18 01:07:48,Whilst kuffar @vicenews asked weather islamaphobia will grow after #ParisAttacks see what we as Muslims ask https://t.co/Vw0I8yC3vF,Twitter Web Client
666779733636612096,2015-11-18 00:47:31,@pzo37 Hi please can you tweet this https://t.co/is79b0jC8f #ParisAttacks its about the correlation between French policies and Terrorists,Twitter Web Client
666775646639693825,2015-11-18 00:31:16,@PalmyraPioneer Who said this akhi ?,Twitter Web Client
666775438920974337,2015-11-18 00:30:27,@RamiAlLolah LOL,Twitter Web Client
666752150966509568,2015-11-17 22:57:55,"RT @UK_CAGE: Who is/ isn't a terrorist?

Exposing Western double standards

https://t.co/bSVvpQvmwJ",Twitter for Android
666750915702071300,2015-11-17 22:53:00,"RT @TR_Foundation: IS's propaganda to women focuses on empowerment, participation, piety and deliverance, says @charliewinter #TWC2015",Twitter for Android
666750843404886016,2015-11-17 22:52:43,RT @eddie1971nyc: Captured the moment a palestinian female finds her family murdered by Zionist Jews(2009) We Do Not Forget #Anonymous http…,Twitter for Android
666750480241074176,2015-11-17 22:51:16,@AsgharBukhari Brother it's repetitive I study politics and international relations I know why isis are attacking them it's policies,Twitter for Android
666749903033364480,2015-11-17 22:48:59,@AssedBaig where is this?,Twitter for Android
666749613697835008,2015-11-17 22:47:50,@AssedBaig lol tell these kuffar it's their murderous policies,Twitter for Android
666746626841686017,2015-11-17 22:35:58,@pzo37 May God Bless You,Twitter Web Client
666746586853175296,2015-11-17 22:35:48,"RT @pzo37: Hey Fuckfaces!!!!!!!!! Stop Blaming ""ALL"" Muslims for terrorism. I dont blame all Christians for these horrible acts.https://t.c…",Twitter Web Client
666746254416863238,2015-11-17 22:34:29,@pzo37 @vicecanada @vicenews Will Anti Semetism grow after the killing of 169 civilians in the West Bank and Jerusalem and still counting,Twitter Web Client
666746064989458433,2015-11-17 22:33:44,@vicecanada @vicenews Will Anti semetism grow following the murder of 169 civilians in the West Bank?,Twitter Web Client
666745381980659713,2015-11-17 22:31:01,"RT @MixedRaceAkh: Islam forbids terrorist.

https://t.co/wGqDCDgezT",Twitter Web Client
666740314426732544,2015-11-17 22:10:53,@FrazaKing https://t.co/is79b0jC8f #ParisAttacks,Twitter Web Client
666739467307360256,2015-11-17 22:07:31,https://t.co/is79b0jC8f #ParisAttacks French police raid mosque and throw Quran to the floow #Paris #ParisVictims https://t.co/Cl9upaTEjk,Twitter Web Client
666730011785871361,2015-11-17 21:29:56,@AssedBaig Its the kuffar who need to stop killing thousands of Muslims,Twitter for Android
666707374179241984,2015-11-17 19:59:59,Did you know?Ziaur Rahman (RH)President of Bangladesh after its independence tried to ESTABLISH SHARIA he was killed https://t.co/t6rwE5xZQp,Twitter Web Client
666696499154296832,2015-11-17 19:16:46,@khawarijcrucifi Sah,Twitter Web Client
666695828451500033,2015-11-17 19:14:06,#ParisAttacks https://t.co/is79b0jC8f … Did you know? The Syrian city Raqqa conquered by JN and Ahrar was the ... https://t.co/rw7M9pjAft,Twitter Web Client
666678843537780737,2015-11-17 18:06:37,@Mindv1sion @minut_lov3r it's just a trailer Habibi full video is out soon spread the word n our twitter account,Twitter for Android
666678499441291264,2015-11-17 18:05:15,@Mindv1sion @minut_lov3r na am we did q pic about the colonisation of car,Twitter for Android
666415015088562176,2015-11-17 00:38:15,RT @RamiAlLolah: #Video Very terrifying moments of the false alarm at the #ParisAttacks memorial site.. #Paris #France https://t.co/yPTDHEQ…,Twitter Web Client
666414902760837121,2015-11-17 00:37:48,@RamiAlLolah https://t.co/JXf28CPK8B,Twitter Web Client
666414752080470016,2015-11-17 00:37:12,RT @RamiAlLolah: #Turkey's giveaway to #G20 leaders in #Antalya: Pens barring the seal of the Islamic Ottoman empire.. https://t.co/vgPCics…,Twitter Web Client
666414482156036096,2015-11-17 00:36:08,RT @RamiAlLolah: My very last moment with my passport; a #ParisAttacks suicide bomber.. #Selfie #France #ISIS #Syria https://t.co/BpherLbr78,Twitter Web Client
666411182723608576,2015-11-17 00:23:01,@PalmyraPioneer LOL,Twitter Web Client
666405229794091009,2015-11-16 23:59:22,@ali_aub75 Infact akhi please share https://t.co/gTkVkzALuk #ParisAttacks France kills civilians regularly,Twitter Web Client
666405126874267648,2015-11-16 23:58:58,@ali_aub75 Salamu alaykum please DM,Twitter Web Client
666405017562255360,2015-11-16 23:58:32,Islamic History is very important Muslims need to study politics and International relations https://t.co/gTkVkzALuk https://t.co/j3qMfvTPOv,Twitter Web Client
666399402899193856,2015-11-16 23:36:13,Ahrar al Sham leader in Homs blames France for the attacks in Paris #ParisAttacks https://t.co/gTkVkzALuk dear west youre unwanted in Syria,Twitter Web Client
666379882562199552,2015-11-16 22:18:39,#ParisAttacks This what the French armies did to your sisters in Algeria. #ParisAttacks https://t.co/is79b0jC8f https://t.co/Z28U1OJ0s9,Twitter Web Client
