id,created_at,text
503212686440951808,2014-08-23 16:10:28,"RT @ShamiWitness: Confirmed: 1500 Iranian troops near Jalawla to fight the Islamic State. 
#LetTheMajusHuntingBegin #Iraq"
503211600460140544,2014-08-23 16:06:09,@AbuUmarAlAnsari The hashtag: #الدولة_الإسلامية_تثأر_لشهدائنا_في_أربيل
503211303000104961,2014-08-23 16:04:58,"An explosion occurred in #Erbil, capital of the Peshmerga sun-worshippers. Can't say i'm too sad"
503208239459495936,2014-08-23 15:52:48,"@abualtidore If they can get a positive match, then they can plan a raid on the base as the Taliban did to Camp bastion in 2012"
503207566185607168,2014-08-23 15:50:07,@abualtidore I am not a member of Dawlah but likey they have ansar in Qatar or can send people there
503207204544344064,2014-08-23 15:48:41,"@abualtidore As the places have a low altitude when flying out/in to the airbase, its possible to identify the planes then"
503206987610734593,2014-08-23 15:47:49,@abualtidore The best way for Dawlah to verify is Qatari members to monitor the airbase to see what type of planes fly out of it.
503205278905798657,2014-08-23 15:41:02,"RT @Ruqayyah_Habib: @AbuUmarAlAnsari 
They also have strong presence in Kuwait. Have remained there since Saddam' Kuwait invasion"
503204602930794496,2014-08-23 15:38:21,"In addition to attacks coming from the air-craft carrier in the Gulf, they also come from this air-base in #Qatar: http://t.co/khzZpdWbgA"
503204182426677249,2014-08-23 15:36:40,Many of the US attacks against the #Islamic_State (#IS) are likely coming from Al-Udeid Military base in #Qatar: http://t.co/EiOjNjvsuP
503199823315886080,2014-08-23 15:19:21,RT @Lion_Alsomaal29: AJarabic 1500 Iranian soldiers entered Iraq to fight the Islamic state along side the Peshmerga Kurds in Jalawla.
503184197167878145,2014-08-23 14:17:16,RT @truthzmaster: Commies killed in Baraka Province today (1) http://t.co/BLKOfBwQ3w
503183491178455041,2014-08-23 14:14:27,"RT @amustafaanbari3: #IS #ISIS
Wilaayat Al-Raqqah
BREAKING: Control of the Islamic State over several locations in Tabqa Military Airport h…"
502982894873477120,2014-08-23 00:57:21,"RT @nasr_alislam: قسمآ لتضرب المفخخات #الروافض من #ديالى إلى #بيروت

#الدولة_الإسلامية http://t.co/W3kbSBF5hk"
502980353154228225,2014-08-23 00:47:15,RT @abusomebody1: @AbuUmarAlAnsari @mujahidforlife i nominate Yasir Qadhi for coconut of the year http://t.co/roHKmewpB2
502979648989298688,2014-08-23 00:44:27,"@skafistii @ShamiWitness @daqeqa @ghazishami @Alansarialjanab @AbuFarriss @KashmirRebel report the post by Abu Lahab, hell get suspended"
502977699636600832,2014-08-23 00:36:43,@AbuUmarAlAnsari @.LiberalSickness Read the comments left by the donaters you idiot.
502976986600722432,2014-08-23 00:33:53,"70 Sunni Muslims massacred in a mosque today, but Yasir Qadhi is silent. Strange, he leapt into action to condemn Foleys death. #Hypocrisy"
502976516096286720,2014-08-23 00:32:00,"#Americans donate $234,990 to the police officer who shot and killed Michael Brown in #Ferguson (#White #Racism #USA) http://t.co/J2U9lDCXMZ"
502864637160071168,2014-08-22 17:07:26,"RT @Minbar_Eg: حسابات هامة تنقل الأخبار تتعرض لحملات سبام نرجوا المتابعة والدعم
@Iraq_Event 
@minbar_Lb 
@sunnanews 
@Irqnow"
502863544312791041,2014-08-22 17:03:06,"RT @truthzmaster: YES PEOPLE, UNITED STATES OF AMERICA, THE ENLIGHTENED PEOPLES, SUPPORTS THESE ANIMALS CALLED PESHMARGA, 
https://t.co/8iF…"
502861340298731520,2014-08-22 16:54:20,"RT @abduallahiB: citizen from Aleppo says they want IS 2 liberate their city just 2 eliminate thieves+liars, drag them through streets http…"
502860214484606976,2014-08-22 16:49:52,RT @green_lemonnn: #Breaking First picture of Iranian troops moving towards #Kurdistan via Kermanshah city - 3 M60 Patton tank spotted http…
502858700756123649,2014-08-22 16:43:51,RT @Abuu3taa: @skafistii @AbuUmarAlAnsari @truthzmaster @ghazishami @Dee_Amatullah @ShamiWitness @operationlibyia http://t.co/1DdULi9ZbG
502857758152990720,2014-08-22 16:40:06,@AbuUmarAlAnsari @.RBrozzy No firm numbers. But bodies littering the roads and streets
